Review,date,Location,cleaned_review,Sentiment Score,Sentiment Label
"I repeatedly come back to Wyndham Garden because of the price and the convenient and safe area. The walls, surfaces, and floors weren’t very clean or well maintained but the sheets seemed to be. I always bring Clorox wipes and wipe down all my surfaces myself. What I really didn’t like was there were 2 trays of old room service in the hall for our entire 3 day stay. There was one in front of the next door and the across the hall. I don’t get why house keeping didn’t pick up. I was worried it may attract pests. It’s good place to stay if you’re looking for a low rate and won’t be in your room except to sleep.      ",30/04/2019,,repeatedli come back wyndham garden price conveni safe area wall surfac floor ’ clean well maintain sheet seem alway bring clorox wipe wipe surfac realli ’ like 2 tray old room servic hall entir 3 day stay one front next door across hall ’ get hous keep ’ pick worri may attract pest ’ good place stay ’ look low rate ’ room except sleep,0.91,Positive
Beds are SUPER comfortable. The rooms are nice and clean.      ,30/04/2019,Los Angeles,bed super comfort room nice clean,0.8979,Positive
Housekeeping didn’t clean my room 1x. Coffee and water were not replaced daily. Front desk was very friendly and super helpful      ,30/04/2019,,housekeep ’ clean room 1x coffe water replac daili front desk friendli super help,0.8519,Positive
Liked the pools and the hot tub. Location is the important key to this resort because everything is either walking distance and less driving to the major theme parks.      ,30/04/2019,"Long Island, NY",like pool hot tub locat import key resort everyth either walk distanc less drive major theme park,0.3612,Positive
I liked everything and it would be hard to stay anywhere else      ,29/04/2019,,like everyth would hard stay anywher els,0.2732,Positive
We were moved 3 different times because the rooms all smelled awful. Definitely not a property I would ever stay at again.      ,29/04/2019,,move 3 differ time room smell aw definit properti would ever stay,0.0,Neutral
"The place was very clean, staff was friendly & the room was well taken care of.      ",29/04/2019,,place clean staff friendli room well taken care,0.7906,Positive
Food in hotel was very tasty. The chef was personable and attentive. Hotel smelled wonderfully and the pool area was very nice. Shuttle bus to airport was efficient and on time.      ,29/04/2019,Fort. Wayne Indiana,food hotel tasti chef person attent hotel smell wonder pool area nice shuttl bu airport effici time,0.4215,Positive
"Worst stay of my life, bitten up by bed bugs or spiders and never was contacted from management after filing a complaint! Will not be staying at Wyndham hotels!      ",29/04/2019,,worst stay life bitten bed bug spider never contact manag file complaint stay wyndham hotel,-0.743,Negative
"The hotel is in a good location but is the rooms are very dated. The sheets and towels were dirty upon check in, the bed was extremely soft, the hair dryer was broken, and the shower faucet did not work well. Overall, this hotel should not be rated 4 stars and I don't understand how it is. The hallways smelled of cigarette smoke on each floor and there was a lot of garbage within the hallways. Our guests were worried that their rooms might have bedbugs and did not feel very safe as anyone could access the elevators.      ",29/04/2019,,hotel good locat room date sheet towel dirti upon check bed extrem soft hair dryer broken shower faucet work well overal hotel rate 4 star dont understand hallway smell cigarett smoke floor lot garbag within hallway guest worri room might bedbug feel safe anyon could access elev,0.5859,Positive
"Room and beds were small but clean. Bathroom was small and fixtures obsolete. Hotel padded the one-night fee with a $34.08 ""Facility Fee,"" which had not been mentioned, and was after all state and local taxes and fees. Then there was additional sales tax on that! I assume such bill padding is somehow legal, but it's unethical. We used no ""facilities"" beyond the room, which was already fully paid for!      ",29/04/2019,,room bed small clean bathroom small fixtur obsolet hotel pad onenight fee 3408 facil fee mention state local tax fee addit sale tax assum bill pad somehow legal uneth use facil beyond room alreadi fulli paid,0.4939,Positive
"The hotel was close to Times Square, Empire State building and just across the street from Penn Station .We were upgraded to the New Yorker suite on the 40th floor with a view of New York and Empire State building we also had a fridge with complimentary soft drinks,as we were celebrating our 25th Anniversary. The bathroom is small as are the beds but comfortable and cleaned each day.When we reported a blocked toilet it was fixed immediately.Check in was quick. The only thing we didnt like was the charge for Wi-Fi ,but apart from that we would definitely recommend this hotel although it may not be modern and up to date .We weren't in the room much as we came to see New York city.The Tick Tock Diner in the hotel served good food and we were especially looked after by Ned the Waiter.      ",29/04/2019,,hotel close time squar empir state build across street penn station upgrad new yorker suit 40th floor view new york empir state build also fridg complimentari soft drinksa celebr 25th anniversari bathroom small bed comfort clean daywhen report block toilet fix immediatelycheck quick thing didnt like charg wifi apart would definit recommend hotel although may modern date werent room much came see new york cityth tick tock diner hotel serv good food especi look ned waiter,0.6798,Positive
"Great location, have stayed there many times over this past 14 years, Check in was not pleasant, Jose had attitude. My card has being charged twice this is the second time this has happened to me still waiting on it to be refunded.      ",29/04/2019,,great locat stay mani time past 14 year check pleasant jose attitud card charg twice second time happen still wait refund,0.8126,Positive
"We got zero sleep due to the thin walls. Walls so thin we could smell our neighbors cologne and perfume when they put it on. Our neighbors were not overly loud and obnoxious but the walls were so thin I hear the man burp! Awful and unfortunate. Beautiful lobby and pool, but when you can't get adequate sleep thise things become void. We normally stay at the B Resort when we come up, but decided to try this because of the pool for the kids. We wouldn't stay here again.      ",29/04/2019,Key Largo,got zero sleep due thin wall wall thin could smell neighbor cologn perfum put neighbor overli loud obnoxi wall thin hear man burp aw unfortun beauti lobbi pool cant get adequ sleep thise thing becom void normal stay b resort come decid tri pool kid wouldnt stay,0.0,Neutral
